"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Category","Value"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","MEX","Mexico","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","036","AUS","Australia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","036","AUS","Australia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","710","ZAF","South Africa","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","MEX","Mexico","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","296","KIR","Kiribati","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MIFU","Fuels","-","-","-","-","USM","Million US dollar","Method of valuation","Until 2011: Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","036","AUS","Australia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","598","PNG","Papua New Guinea","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","296","KIR","Kiribati","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","-","-","-","-","USM","Million US dollar","Method of valuation","Until 2011: Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","710","ZAF","South Africa","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","MEX","Mexico","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","810","SUN","U.S.S.R.","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","296","KIR","Kiribati","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","-","-","-","-","USM","Million US dollar","Method of valuation","Until 2011: Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","124","CAN","Canada","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AGFO","Food","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","428","LVA","Latvia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Method of valuation","Beginning 95: c.i.f"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","710","ZAF","South Africa","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","201","","Czech and Slovak Federal Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MIFU","Fuels","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","214","DOM","Dominican Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MIFU","Fuels","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b. until 2010, c.i.f. 2011 onwards (break in series)"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","201","","Czech and Slovak Federal Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","604","PER","Peru","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Method of valuation","80-81: imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","710","ZAF","South Africa","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AGFO","Food","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","MEX","Mexico","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Method of valuation","CIF data are obtained by summing f.o.b. imports and freight and insurance costs produced by Inegi (see Agenda estadÃ­stica de los Estados Unidos Mexicanos)."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","-","-","-","-","USM","Million US dollar","Method of valuation","2000 onwards: Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","036","AUS","Australia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","124","CAN","Canada","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","710","ZAF","South Africa","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AGFO","Food","-","-","-","-","USM","Million US dollar","Method of valuation","2000 onwards: Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","036","AUS","Australia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","-","-","-","-","USM","Million US dollar","Method of valuation","2000 onwards: Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","124","CAN","Canada","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","214","DOM","Dominican Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b. until 2010, c.i.f. 2011 onwards (break in series)"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","710","ZAF","South Africa","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","MEX","Mexico","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","036","AUS","Australia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","214","DOM","Dominican Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b. until 2010, c.i.f. 2011 onwards (break in series)"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","214","DOM","Dominican Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b. until 2010, c.i.f. 2011 onwards (break in series)"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","710","ZAF","South Africa","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","-","-","-","-","USM","Million US dollar","Method of valuation","fob"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","214","DOM","Dominican Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","124","CAN","Canada","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
